N.º,op_p,subop_p,id_color,fecha,hora_inicio,hora_fin,id_rrhh,velocidad,cantidad por gancheras,cod_perfil,longitud,cantidad
1,NULL,NULL,1,20190709,073500,084500,9,NULL,NULL,PROFILE-0162,6,8
2,NULL,NULL,1,20190709,083000,093000,9,NULL,NULL,PROFILE-0192,6,33
3,NULL,NULL,1,20190709,100000,110000,9,NULL,NULL,PROFILE-0162,6,10
4,NULL,NULL,1,20190709,131000,141000,9,NULL,NULL,PROFILE-0157,6,20
5,NULL,NULL,1,20190709,140000,160000,9,NULL,NULL,PROFILE-0125,6,60
6,NULL,NULL,1,20190710,132000,152000,9,NULL,NULL,PROFILE-0124,6,69
7,NULL,NULL,1,20190710,153000,163000,9,NULL,NULL,PROFILE-0127,6,3
8,NULL,NULL,1,20190710,153000,163000,9,NULL,NULL,PROFILE-0182,6,10
9,NULL,NULL,1,20190710,153000,163000,9,NULL,NULL,PROFILE-0127,6,2
10,NULL,NULL,1,20190710,153000,163000,9,NULL,NULL,PROFILE-0059,6,1
11,NULL,NULL,1,20190710,160000,170000,9,NULL,NULL,PROFILE-0169,6,14
12,NULL,NULL,1,20190711,092000,102000,9,NULL,NULL,PROFILE-0169,6,17
13,NULL,NULL,1,20190711,093000,103000,9,NULL,NULL,PROFILE-0162,6,26
14,NULL,NULL,1,20190711,093000,113000,9,NULL,NULL,PROFILE-0116,6,10
15,NULL,NULL,4,20190711,093000,172000,9,NULL,NULL,PROFILE-0169,4.5,12
16,NULL,NULL,4,20190711,162000,172000,9,NULL,NULL,PROFILE-0170,4.5,30
17,NULL,NULL,4,20190712,105000,115000,9,NULL,NULL,PROFILE-0170,4.5,8
18,NULL,NULL,1,20190715,140000,150000,9,NULL,NULL,PROFILE-0120,6,21
19,NULL,NULL,1,20190715,144000,154000,9,NULL,NULL,PROFILE-0124,6,40
20,NULL,NULL,2,20190716,105000,115000,9,NULL,NULL,PROFILE-0127,6,14
21,NULL,NULL,2,20190716,133000,143000,9,NULL,NULL,PROFILE-0185,4,12
22,NULL,NULL,2,20190716,140000,150000,9,NULL,NULL,PROFILE-0185,6,28
23,NULL,NULL,2,20190716,133000,143000,9,NULL,NULL,PROFILE-0182,6,6
24,NULL,NULL,1,20190717,112000,122000,9,NULL,NULL,PROFILE-0117,6,36
25,NULL,NULL,1,20190717,150000,170000,9,NULL,NULL,PROFILE-0117,6,342
26,NULL,NULL,1,20190718,104000,114000,9,NULL,NULL,PROFILE-0117,6,84
27,NULL,NULL,1,20190718,110000,120000,9,NULL,NULL,PROFILE-0125,6,6
28,NULL,NULL,1,20190718,132000,142000,9,NULL,NULL,PROFILE-0117,6,85
29,NULL,NULL,1,20190718,133500,143500,9,NULL,NULL,PROFILE-0116,6,26
30,NULL,NULL,1,20190718,134500,144500,9,NULL,NULL,PROFILE-0125,6,13
31,NULL,NULL,1,20190718,142000,155000,9,NULL,NULL,PROFILE-0117,6,141
32,NULL,NULL,1,20190718,151500,161500,9,NULL,NULL,PROFILE-0157,6,51
33,NULL,NULL,1,20190718,153500,163500,9,NULL,NULL,PROFILE-0120,6,4
34,NULL,NULL,1,20190718,155000,165000,9,NULL,NULL,PROFILE-0124,6,8
35,NULL,NULL,1,20190719,102000,112000,9,NULL,NULL,PROFILE-0182,6,3
36,NULL,NULL,2,20190722,112000,122000,9,NULL,NULL,PROFILE-0182,4,67
37,NULL,NULL,1,20190722,160000,170000,9,NULL,NULL,PROFILE-0169,6,40
38,NULL,NULL,1,20190723,093500,103500,9,NULL,NULL,PROFILE-0161,6,48
39,NULL,NULL,1,20190723,104500,110000,9,NULL,NULL,PROFILE-0169,6,24
40,NULL,NULL,1,20190726,110000,114500,9,NULL,NULL,PROFILE-0162,6,84
41,NULL,NULL,2,20190729,130000,133000,9,NULL,NULL,PROFILE-0176,6,28
42,NULL,NULL,2,20190729,014500,143000,9,NULL,NULL,PROFILE-0181,6,32
43,NULL,NULL,2,20190729,144500,152000,9,NULL,NULL,PROFILE-0083,6,24
44,NULL,NULL,2,20190729,033000,155500,9,NULL,NULL,PROFILE-0083,6,4
45,NULL,NULL,2,20190730,160000,163000,9,NULL,NULL,PROFILE-0079,6,60
46,NULL,NULL,2,20190730,064500,072000,9,NULL,NULL,PROFILE-0079,6,2
47,NULL,NULL,2,20190730,073000,080000,9,NULL,NULL,PROFILE-0182,6,2
48,NULL,NULL,2,20190730,083000,080000,9,NULL,NULL,PROFILE-0083,6,2
49,NULL,NULL,2,20190730,110000,120000,9,NULL,NULL,PROFILE-0083,6,6
50,NULL,NULL,2,20190730,110000,120000,9,NULL,NULL,PROFILE-0076,6,24
51,NULL,NULL,2,20190730,110000,120000,9,NULL,NULL,PROFILE-0080,6,24
52,NULL,NULL,2,20190730,110000,120000,9,NULL,NULL,PROFILE-0080,6,26
53,NULL,NULL,2,20190730,110000,120000,9,NULL,NULL,PROFILE-0077,6,30
54,NULL,NULL,2,20190730,110000,120000,9,NULL,NULL,PROFILE-0078,6,26
55,NULL,NULL,2,20190730,110000,120000,9,NULL,NULL,PROFILE-0078,6,24
56,NULL,NULL,2,20190730,110000,120000,9,NULL,NULL,PROFILE-0074,6,15
57,NULL,NULL,2,20190731,110000,120000,9,NULL,NULL,PROFILE-0075,6,30
58,NULL,NULL,2,20190731,110000,120000,9,NULL,NULL,PROFILE-0081,6,60
59,NULL,NULL,1,20190805,NULL,NULL,9,NULL,NULL,PROFILE-0169,6,16
60,NULL,NULL,1,20190805,NULL,NULL,9,NULL,NULL,PROFILE-0117,6,120
61,NULL,NULL,1,20190806,NULL,NULL,9,NULL,NULL,PROFILE-0125,6,3
62,NULL,NULL,1,20190806,NULL,NULL,9,NULL,NULL,PROFILE-0117,6,13
63,NULL,NULL,1,20190806,NULL,NULL,9,NULL,NULL,PROFILE-0075,6,6
64,NULL,NULL,1,20190806,NULL,NULL,9,NULL,NULL,PROFILE-0169,6,28
65,NULL,NULL,1,20190806,NULL,NULL,9,NULL,NULL,PROFILE-0124,6,2
66,NULL,NULL,3,20190806,NULL,NULL,9,NULL,NULL,PROFILE-0025,6,10
67,NULL,NULL,4,20190808,091500,101000,9,NULL,NULL,PROFILE-0081,6,16
68,NULL,NULL,4,20190808,092000,101500,9,NULL,NULL,PROFILE-0077,6,20
69,NULL,NULL,4,20190808,093000,102500,9,NULL,NULL,PROFILE-0083,6,20
70,NULL,NULL,4,20190808,094500,103000,9,NULL,NULL,PROFILE-0080,6,40
71,NULL,NULL,4,20190808,095500,104500,9,NULL,NULL,PROFILE-0079,6,20
72,NULL,NULL,1,20190809,090000,094500,9,NULL,NULL,PROFILE-0083,6,15
73,NULL,NULL,1,20190809,091000,095500,9,NULL,NULL,PROFILE-0082,6,12
74,NULL,NULL,1,20190809,094500,104500,9,NULL,NULL,PROFILE-0083,6,28
75,NULL,NULL,1,20190809,130500,140500,9,NULL,NULL,PROFILE-0076,6,14
76,NULL,NULL,1,20190809,133000,143000,9,NULL,NULL,PROFILE-0079,6,91
77,NULL,NULL,1,20190813,111000,120000,9,NULL,NULL,PROFILE-0117,6,18
78,NULL,NULL,1,20190813,131000,164000,9,NULL,NULL,PROFILE-0117,6,482
79,NULL,NULL,1,20190816,111000,120000,9,NULL,NULL,PROFILE-0082,6,9
80,NULL,NULL,1,20190816,130500,140500,9,NULL,NULL,PROFILE-0082,6,48
81,NULL,NULL,1,20190816,134500,144000,9,NULL,NULL,PROFILE-0075,6,47
82,NULL,NULL,1,20190816,135500,135500,9,NULL,NULL,PROFILE-0083,6,16
83,NULL,NULL,1,20190816,141000,NULL,9,NULL,NULL,PROFILE-0073,1.9,1
84,NULL,NULL,1,20190816,142000,NULL,9,NULL,NULL,PROFILE-0079,6,13
85,NULL,NULL,1,20190816,144500,NULL,9,NULL,NULL,PROFILE-0075,6,17
86,NULL,NULL,1,20190816,145500,NULL,9,NULL,NULL,PROFILE-0159,6,7
87,NULL,NULL,1,20190816,150000,NULL,9,NULL,NULL,PROFILE-0064,6,2
88,NULL,NULL,2,20190820,093300,103000,9,NULL,NULL,PROFILE-0182,3,4
89,NULL,NULL,2,20190820,093300,103000,9,NULL,NULL,PROFILE-0182,5,3
90,NULL,NULL,2,20190820,093300,103000,9,NULL,NULL,PROFILE-0182,4,34
91,NULL,NULL,2,20190820,101000,111000,9,NULL,NULL,PROFILE-0121,5,2
92,NULL,NULL,2,20190820,104500,114500,9,NULL,NULL,PROFILE-0176,6,27
93,NULL,NULL,4,20190821,131000,141000,9,NULL,NULL,PROFILE-0181,6,10
94,NULL,NULL,4,20190821,132000,142000,9,NULL,NULL,PROFILE-0162,6,1
95,NULL,NULL,4,20190821,132100,142200,9,NULL,NULL,PROFILE-0193,6,4
96,NULL,NULL,4,20190821,132200,142300,9,NULL,NULL,PROFILE-0194,6,1
97,NULL,NULL,4,20190821,132300,142400,9,NULL,NULL,PROFILE-0120,6,1
98,NULL,NULL,4,20190821,132400,142500,9,NULL,NULL,PROFILE-0104,6,1
99,NULL,NULL,4,20190821,132500,142600,9,NULL,NULL,PROFILE-0119,6,1
100,NULL,NULL,4,20190823,083000,093000,9,NULL,NULL,PROFILE-0181,6,8
101,NULL,NULL,4,20190823,083200,093200,9,NULL,NULL,PROFILE-0162,6,1
102,NULL,NULL,4,20190823,083300,093400,9,NULL,NULL,PROFILE-0104,6,1
103,NULL,NULL,4,20190823,083500,093500,9,NULL,NULL,PROFILE-0119,6,1
104,NULL,NULL,4,20190823,083700,094000,9,NULL,NULL,PROFILE-0120,6,1
105,NULL,NULL,1,20190823,131000,141000,9,NULL,NULL,PROFILE-0079,6,84
106,NULL,NULL,1,20190823,144500,154500,9,NULL,NULL,PROFILE-0079,6,118
107,NULL,NULL,1,20190823,152500,162000,9,NULL,NULL,PROFILE-0078,6,36
108,NULL,NULL,1,20190823,154000,164000,9,NULL,NULL,PROFILE-0176,6,10
109,NULL,NULL,1,20190826,085000,085000,9,NULL,NULL,PROFILE-0075,6,71
110,NULL,NULL,1,20190826,150500,161000,9,NULL,NULL,PROFILE-0075,6,27
111,NULL,NULL,1,20190827,105500,115000,9,NULL,NULL,PROFILE-0133,6,38
112,NULL,NULL,1,20190827,130500,141000,9,NULL,NULL,PROFILE-0195,6,38
113,NULL,NULL,1,20190827,142000,152000,9,NULL,NULL,PROFILE-0159,6,4
114,NULL,NULL,1,20190827,142500,152600,9,NULL,NULL,PROFILE-0077,6,74
115,NULL,NULL,1,20190827,150000,160000,9,NULL,NULL,PROFILE-0079,6,48
116,NULL,NULL,1,20190827,154500,164500,9,NULL,NULL,PROFILE-0168,6,17
117,NULL,NULL,1,20190828,083000,093200,9,NULL,NULL,PROFILE-0168,6,17
118,NULL,NULL,1,20190828,084500,094600,9,NULL,NULL,PROFILE-0064,6,10
119,NULL,NULL,1,20190828,091500,101700,9,NULL,NULL,PROFILE-0080,6,150
120,NULL,NULL,1,20190828,100500,111000,9,NULL,NULL,PROFILE-0078,6,80
121,NULL,NULL,1,20190828,145000,155000,9,NULL,NULL,PROFILE-0082,6,89
122,NULL,NULL,1,20190828,154500,164000,9,NULL,NULL,PROFILE-0075,6,39
123,NULL,NULL,1,20190829,083000,093500,9,NULL,NULL,PROFILE-0075,6,24
124,NULL,NULL,1,20190829,085200,095200,9,NULL,NULL,PROFILE-0076,6,11
125,NULL,NULL,2,20190829,090000,100500,9,NULL,NULL,PROFILE-0082,6,21
126,NULL,NULL,2,20190829,130800,141000,9,NULL,NULL,PROFILE-0082,6,18
127,NULL,NULL,2,20190829,132000,142500,9,NULL,NULL,PROFILE-0077,6,37
128,NULL,NULL,2,20190829,135000,145000,9,NULL,NULL,PROFILE-0078,6,58
129,NULL,NULL,2,20190829,142500,152500,9,NULL,NULL,PROFILE-0080,6,75
130,NULL,NULL,2,20190829,150500,160500,9,NULL,NULL,PROFILE-0121,6,1
131,NULL,NULL,2,20190829,150700,160600,9,NULL,NULL,PROFILE-0168,6,1
132,NULL,NULL,2,20190829,150900,161000,9,NULL,NULL,PROFILE-0104,6,1
133,NULL,NULL,2,20190829,151000,161200,9,NULL,NULL,PROFILE-0082,6,9
134,NULL,NULL,2,20190829,151600,162500,9,NULL,NULL,PROFILE-0196,6,40
135,NULL,NULL,4,20190830,132500,142000,9,NULL,NULL,PROFILE-0170,4,1
136,NULL,NULL,4,20190830,132700,142500,9,NULL,NULL,PROFILE-0116,6,1
137,NULL,NULL,4,20190830,133000,143000,9,NULL,NULL,PROFILE-0160,6,1
138,NULL,NULL,4,20190830,133000,143500,9,NULL,NULL,PROFILE-0136,6,1
139,NULL,NULL,4,20190830,133500,143800,9,NULL,NULL,PROFILE-0087,3,1
140,NULL,NULL,4,20190830,133700,144000,9,NULL,NULL,PROFILE-0197,5,1
141,NULL,NULL,4,20190830,134000,144200,9,NULL,NULL,PROFILE-0177,5,1
142,NULL,NULL,4,20190830,134200,144400,9,NULL,NULL,PROFILE-0120,5,1
143,NULL,NULL,4,20190830,134400,144600,9,NULL,NULL,PROFILE-0122,4,1
144,NULL,NULL,4,20190830,134600,144800,9,NULL,NULL,PROFILE-0088,6,1
145,NULL,NULL,4,20190830,135000,145000,9,NULL,NULL,PROFILE-0077,6,36
146,NULL,NULL,4,20190830,140000,150000,9,NULL,NULL,PROFILE-0080,6,30
147,NULL,NULL,4,20190830,141200,152000,9,NULL,NULL,PROFILE-0078,6,36
148,NULL,NULL,3,20190903,091000,101200,9,NULL,NULL,PROFILE-0079,6,1
149,NULL,NULL,3,20190903,091100,101200,9,NULL,NULL,PROFILE-0081,6,1
150,NULL,NULL,3,20190903,091200,101200,9,NULL,NULL,PROFILE-0075,6,1
151,NULL,NULL,3,20190903,091300,101200,9,NULL,NULL,PROFILE-0076,6,1
152,NULL,NULL,3,20190903,091500,101500,9,NULL,NULL,PROFILE-0080,6,45
153,NULL,NULL,3,20190903,092500,102700,9,NULL,NULL,PROFILE-0078,6,35
154,NULL,NULL,1,20190903,152000,162000,9,NULL,NULL,PROFILE-0079,6,1
155,NULL,NULL,1,20190903,152100,162400,9,NULL,NULL,PROFILE-0076,6,38
156,NULL,NULL,1,20190903,153600,164000,9,NULL,NULL,PROFILE-0181,6,50
157,NULL,NULL,1,20190904,090000,100500,9,NULL,NULL,PROFILE-0083,6,74
158,NULL,NULL,1,20190904,102000,112800,9,NULL,NULL,PROFILE-0176,6,50
159,NULL,NULL,1,20190905,131000,140900,9,NULL,NULL,PROFILE-0168,6,30
160,NULL,NULL,1,20190905,134000,144200,9,NULL,NULL,PROFILE-0159,6,10
161,NULL,NULL,1,20190905,134500,155000,9,NULL,NULL,PROFILE-0075,6,62
162,NULL,NULL,2,20190906,090000,100500,9,NULL,NULL,PROFILE-0185,4,55
163,NULL,NULL,2,20190906,131000,141000,9,NULL,NULL,PROFILE-0187,5,1
164,NULL,NULL,2,20190906,131200,141200,9,NULL,NULL,PROFILE-0182,5,1
165,NULL,NULL,2,20190906,131300,141400,9,NULL,NULL,PROFILE-0185,2,1
166,NULL,NULL,2,20190906,131500,141500,9,NULL,NULL,PROFILE-0127,3,1
167,NULL,NULL,1,20190911,130500,140300,9,NULL,NULL,PROFILE-0168,6,3
168,NULL,NULL,1,20190911,131000,141000,9,NULL,NULL,PROFILE-0121,6,30
169,NULL,NULL,1,20190911,134500,144700,9,NULL,NULL,PROFILE-0064,6,10
170,NULL,NULL,4,20190912,094500,104600,9,NULL,NULL,PROFILE-0082,6,20
171,NULL,NULL,4,20190912,110000,120000,9,NULL,NULL,PROFILE-0082,6,4
172,NULL,NULL,4,20190913,131500,141500,9,NULL,NULL,PROFILE-0169,5,1
173,NULL,NULL,4,20190913,131600,144500,9,NULL,NULL,PROFILE-0162,5,1
174,NULL,NULL,4,20190913,131700,144500,9,NULL,NULL,PROFILE-0161,5,1
175,NULL,NULL,4,20190913,131900,144500,9,NULL,NULL,PROFILE-0124,5,1
176,NULL,NULL,4,20190913,132000,144500,9,NULL,NULL,PROFILE-0120,5,1
177,NULL,NULL,4,20190913,132100,144500,9,NULL,NULL,PROFILE-0083,5,1
178,NULL,NULL,4,20190913,132200,144500,9,NULL,NULL,PROFILE-0116,5,1
179,NULL,NULL,4,20190913,132300,144500,9,NULL,NULL,PROFILE-0082,5,1
180,NULL,NULL,4,20190913,132400,144500,9,NULL,NULL,PROFILE-0079,5,1
181,NULL,NULL,4,20190913,132500,144500,9,NULL,NULL,PROFILE-0125,5,1
182,NULL,NULL,4,20190913,132700,144500,9,NULL,NULL,PROFILE-0104,5,2
183,NULL,NULL,4,20190913,133000,144500,9,NULL,NULL,PROFILE-0081,5,1
184,NULL,NULL,4,20190916,102000,112500,9,NULL,NULL,PROFILE-0187,6,87
185,NULL,NULL,4,20190916,130500,140700,9,NULL,NULL,PROFILE-0187,6,85
186,NULL,NULL,4,20190916,161000,170000,9,NULL,NULL,PROFILE-0185,4,14
187,NULL,NULL,2,20190917,061500,071000,9,NULL,NULL,PROFILE-0185,4,26
188,NULL,NULL,2,20190917,071000,080000,9,NULL,NULL,PROFILE-0127,6,48
189,NULL,NULL,2,20190917,084000,094000,9,NULL,NULL,PROFILE-0127,6,42
190,NULL,NULL,2,20190917,140000,150000,9,NULL,NULL,PROFILE-0121,5,1
191,NULL,NULL,2,20190917,140100,150100,9,NULL,NULL,PROFILE-0168,5,1
192,NULL,NULL,2,20190917,140200,150200,9,NULL,NULL,PROFILE-0104,5,1
193,NULL,NULL,2,20190917,140300,150300,9,NULL,NULL,PROFILE-0083,5,1
194,NULL,NULL,2,20190917,140400,150400,9,NULL,NULL,PROFILE-0082,5,1
195,NULL,NULL,2,20190917,140500,150500,9,NULL,NULL,PROFILE-0081,5,1
196,NULL,NULL,2,20190917,142000,152000,9,NULL,NULL,PROFILE-0185,4,5
197,NULL,NULL,2,20190917,142500,152500,9,NULL,NULL,PROFILE-0185,5,1
198,NULL,NULL,2,20190917,143000,153000,9,NULL,NULL,PROFILE-0183,6,26
199,NULL,NULL,2,20190918,090000,100000,9,NULL,NULL,PROFILE-0183,6,72
200,NULL,NULL,2,20190918,103000,113000,9,NULL,NULL,PROFILE-0183,6,5
201,NULL,NULL,2,20190918,105000,115000,9,NULL,NULL,PROFILE-0198,6,104
202,NULL,NULL,2,20190919,085000,094800,9,NULL,NULL,PROFILE-0079,6,198
203,NULL,NULL,2,20190920,084500,094500,9,NULL,NULL,PROFILE-0076,6,61
204,NULL,NULL,2,20190920,091500,101500,9,NULL,NULL,PROFILE-0183,6,53
205,NULL,NULL,2,20190920,100000,110000,9,NULL,NULL,PROFILE-0176,6,52
206,NULL,NULL,2,20190920,103800,113800,9,NULL,NULL,PROFILE-0187,6,32
207,NULL,NULL,2,20190920,110000,120000,9,NULL,NULL,PROFILE-0076,6,38
208,NULL,NULL,2,20190923,090000,100000,9,NULL,NULL,PROFILE-0075,6,102
209,NULL,NULL,2,20190923,095500,105500,9,NULL,NULL,PROFILE-0177,6,48
210,NULL,NULL,2,20190923,103500,113700,9,NULL,NULL,PROFILE-0081,6,100
211,NULL,NULL,2,20190923,131000,141000,9,NULL,NULL,PROFILE-0074,6,36
212,NULL,NULL,2,20190923,131700,141800,9,NULL,NULL,PROFILE-0080,6,125
213,NULL,NULL,2,20190923,135600,145600,9,NULL,NULL,PROFILE-0197,6,100
214,NULL,NULL,2,20190923,144500,154500,9,NULL,NULL,PROFILE-0199,6,16
215,NULL,NULL,2,20190923,150000,160000,9,NULL,NULL,PROFILE-0177,6,19
216,NULL,NULL,2,20190923,151000,161000,9,NULL,NULL,PROFILE-0185,3.8,87
217,NULL,NULL,2,20190924,131000,141000,9,NULL,NULL,PROFILE-0185,5,23
218,NULL,NULL,2,20190924,134000,144000,9,NULL,NULL,PROFILE-0187,6,32
219,NULL,NULL,2,20190924,135000,145500,9,NULL,NULL,PROFILE-0185,3.8,27
220,NULL,NULL,2,20190924,141000,151000,9,NULL,NULL,PROFILE-0081,6,3
221,NULL,NULL,2,20190924,141500,151600,9,NULL,NULL,PROFILE-0075,6,5
222,NULL,NULL,2,20190924,142000,152100,9,NULL,NULL,PROFILE-0185,4,47
223,NULL,NULL,2,20190925,103000,113000,9,NULL,NULL,PROFILE-0183,6,72
224,NULL,NULL,2,20190925,131000,141000,9,NULL,NULL,PROFILE-0183,6,52
225,NULL,NULL,2,20190925,133500,143600,9,NULL,NULL,PROFILE-0187,6,17
226,NULL,NULL,2,20190925,134500,144600,9,NULL,NULL,PROFILE-0074,6,14
227,NULL,NULL,2,20190925,135000,145000,9,NULL,NULL,PROFILE-0181,6,84
228,NULL,NULL,2,20190926,131000,141000,9,NULL,NULL,PROFILE-0078,6,142
229,NULL,NULL,2,20190926,135000,145000,9,NULL,NULL,PROFILE-0077,6,111
230,NULL,NULL,2,20190926,143000,153200,9,NULL,NULL,PROFILE-0127,5,8
231,NULL,NULL,2,20190926,143400,153700,9,NULL,NULL,PROFILE-0127,6,14
232,NULL,NULL,2,20190927,082500,092600,9,NULL,NULL,PROFILE-0185,6,18
233,NULL,NULL,2,20190927,083000,093200,9,NULL,NULL,PROFILE-0185,5,18
234,NULL,NULL,2,20190927,091000,101200,9,NULL,NULL,PROFILE-0185,4,1
235,NULL,NULL,2,20190927,104800,114800,9,NULL,NULL,PROFILE-0082,6,31
236,NULL,NULL,2,20190927,110800,120000,9,NULL,NULL,PROFILE-0175,6,8
237,NULL,NULL,2,20190927,151500,161500,9,NULL,NULL,PROFILE-0079,6,129
238,NULL,NULL,11,20190930,094000,104000,9,NULL,NULL,PROFILE-0132,6,70
239,NULL,NULL,1,20190930,131500,141500,9,NULL,NULL,PROFILE-0181,6,28
240,NULL,NULL,1,20190930,133300,143000,9,NULL,NULL,PROFILE-0175,6,19
241,NULL,NULL,1,20190930,135000,145200,9,NULL,NULL,PROFILE-0077,6,304
242,NULL,NULL,1,20190930,152000,162000,9,NULL,NULL,PROFILE-0175,6,44
243,NULL,NULL,1,20190930,155000,165000,9,NULL,NULL,PROFILE-0181,6,14
244,45,7,1,20191001,102500,112000,9,NULL,NULL,PROFILE-0180,6,90
245,45,7,1,20191001,130500,140000,9,NULL,NULL,PROFILE-0180,6,64
246,NULL,NULL,1,20191001,135500,145600,9,NULL,NULL,PROFILE-0079,5,1
247,NULL,NULL,1,20191001,135500,145600,9,NULL,NULL,PROFILE-0076,5,1
248,NULL,NULL,1,20191001,135500,145600,9,NULL,NULL,PROFILE-0075,5,1
249,NULL,NULL,1,20191001,135500,145600,9,NULL,NULL,PROFILE-0081,5,1
250,NULL,NULL,1,20191001,135500,145600,9,NULL,NULL,PROFILE-0082,5,1
251,NULL,NULL,1,20191001,135500,145600,9,NULL,NULL,PROFILE-0074,5,1
252,NULL,NULL,1,20191001,135500,145600,9,NULL,NULL,PROFILE-0078,5,1
253,NULL,NULL,1,20191001,135500,145600,9,NULL,NULL,PROFILE-0175,5,1
254,NULL,NULL,1,20191001,140000,150000,9,NULL,NULL,PROFILE-0181,6,17
255,45,7,1,20191001,141000,151000,9,NULL,NULL,PROFILE-0180,6,96
256,45,2,1,20191001,144800,154800,9,NULL,NULL,PROFILE-0157,6,40
257,45,3,1,20191001,151000,161000,9,NULL,NULL,PROFILE-0169,6,20
258,47,14,1,20191002,131000,141000,9,NULL,NULL,PROFILE-0162,6,47
259,45,4,1,20191002,133500,144000,9,NULL,NULL,PROFILE-0161,6,20
260,45,1,1,20191002,135000,145500,9,NULL,NULL,PROFILE-0116,6,40
261,47,9,1,20191002,155000,164800,9,NULL,NULL,PROFILE-0157,6,1
262,47,6,1,20191002,155100,164800,9,NULL,NULL,PROFILE-0169,5,2
263,NULL,NULL,1,20191002,155200,165000,9,NULL,NULL,PROFILE-0162,6,2
264,47,8,1,20191002,155300,165000,9,NULL,NULL,PROFILE-0116,6,1
265,47,4,1,20191002,155400,165400,9,NULL,NULL,PROFILE-0125,6,1
266,47,3,1,20191002,155500,165500,9,NULL,NULL,PROFILE-0124,6,1
267,47,1,1,20191002,155600,165500,9,NULL,NULL,PROFILE-0064,6,1
268,50,1,1,20191002,160000,170000,9,NULL,NULL,PROFILE-0083,6,28
269,48,8,4,20191004,084500,094500,9,NULL,NULL,PROFILE-0081,6,50
270,48,7,4,20191004,090000,100000,9,NULL,NULL,PROFILE-0074,6,25
271,48,2,4,20191004,091500,104500,9,NULL,NULL,PROFILE-0075,6,50
272,48,1,4,20191004,094000,104000,9,NULL,NULL,PROFILE-0076,6,50
273,48,10,4,20191004,100500,110000,9,NULL,NULL,PROFILE-0200,6,6
274,48,9,4,20191004,101000,111000,9,NULL,NULL,PROFILE-0180,6,26
275,48,6,4,20191004,102000,112000,9,NULL,NULL,PROFILE-0077,6,39
276,48,4,4,20191004,104000,113800,9,NULL,NULL,PROFILE-0080,6,70
277,48,5,4,20191004,130500,140500,9,NULL,NULL,PROFILE-0078,6,78
278,48,3,4,20191004,133000,143000,9,NULL,NULL,PROFILE-0079,6,100
279,49,4,4,20191004,152500,161500,9,NULL,NULL,PROFILE-0083,6,28
280,49,3,4,20191004,152500,162500,9,NULL,NULL,PROFILE-0082,6,30
281,49,1,4,20191004,155000,165000,9,NULL,NULL,PROFILE-0200,6,14
282,50,4,1,20191008,083000,093000,9,NULL,NULL,PROFILE-0171,3.5,8
283,50,2,1,20191008,084500,094500,9,NULL,NULL,PROFILE-0162,6,33
284,NULL,NULL,1,20191008,091000,101000,9,NULL,NULL,PROFILE-0083,6,67
285,NULL,NULL,1,20191008,133000,143200,9,NULL,NULL,PROFILE-0127,6,3
286,47,10,1,20191008,133200,143300,9,NULL,NULL,PROFILE-0104,6,2
287,47,4,1,20191008,133300,133300,9,NULL,NULL,PROFILE-0125,6,1
288,NULL,NULL,1,20191008,133500,133400,9,NULL,NULL,PROFILE-0187,6,3
289,NULL,NULL,1,20191008,133600,133700,9,NULL,NULL,PROFILE-0185,4,4
290,50,1,1,20191009,134000,144000,9,NULL,NULL,PROFILE-0083,6,62
291,52,1,1,20191009,102000,112000,9,NULL,NULL,PROFILE-0181,6,24
292,NULL,NULL,1,20191009,102800,112800,9,NULL,NULL,PROFILE-0175,5,2
293,52,2,1,20191009,103300,113300,9,NULL,NULL,PROFILE-0175,6,11
294,52,4,1,20191009,104500,114500,9,NULL,NULL,PROFILE-0172,6,24
295,52,3,1,20191009,143000,152000,9,NULL,NULL,PROFILE-0083,6,22
296,52,4,1,20191009,150000,160000,9,NULL,NULL,PROFILE-0172,6,28
297,52,4,1,20191010,085000,095000,9,NULL,NULL,PROFILE-0172,6,11
298,53,2,1,20191010,105000,114800,9,NULL,NULL,PROFILE-0162,6,40
299,53,3,1,20191010,131000,141000,9,NULL,NULL,PROFILE-0138,6,24
300,53,5,1,20191010,133000,143000,9,NULL,NULL,PROFILE-0082,6,15
301,53,6,1,20191010,134000,144000,9,NULL,NULL,PROFILE-0201,6,30
302,53,1,1,20191010,143000,153200,9,NULL,NULL,PROFILE-0171,3.5,6
303,53,9,1,20191010,143500,153700,9,NULL,NULL,PROFILE-0161,6,20
304,53,8,1,20191010,145000,155000,9,NULL,NULL,PROFILE-0169,6,20
305,53,7,1,20191010,150000,160500,9,NULL,NULL,PROFILE-0181,6,126
306,54,1,1,20191011,065000,075000,9,NULL,NULL,PROFILE-0134,6,10
307,54,2,1,20191011,065500,075500,9,NULL,NULL,PROFILE-0087,6,10
308,54,3,1,20191011,070000,080000,9,NULL,NULL,PROFILE-0086,6,10
309,52,3,1,20191011,071000,081000,9,NULL,NULL,PROFILE-0083,6,22
310,55,2,1,20191011,094500,104600,9,NULL,NULL,PROFILE-0139,6,18
311,55,1,1,20191011,110000,120000,9,NULL,NULL,PROFILE-0183,6,10
312,56,2,1,20191011,154000,164200,9,NULL,NULL,PROFILE-0185,3.8,9
313,56,3,1,20191011,155500,165500,9,NULL,NULL,PROFILE-0127,3.8,21
