ID_MOVIMIENTO,FECHA ,HORA ,ID_RESPONSABLE,TIPO_CONTENEDOR_ORIGEN,ID_CONTENEDOR_ORIGEN,TIPO_CONTENEDOR_DESTINO,ID_CONTENEDOR_DESTINO,CODIGO ,LONGITUD,ENVEJECIDO,ACABADO,COLOR,DEFECTUOSO,CANTIDAD,nro_ext,nro_envejecimiento,nro_pint,id_imp_etiq,com,es_fix,ok
282,20200519,NULL,8,NULL,NULL,1,25,PROFILE-0080,6,1,0,0,0,586,NULL,NULL,NULL,NULL,NULL,0,NULL
283,20200529,NULL,12,1,25,NULL,NULL,PROFILE-0080,6,1,0,0,0,400,NULL,NULL,NULL,NULL,NULL,0,NULL
284,20200608,NULL,12,1,25,NULL,NULL,PROFILE-0080,6,1,0,0,0,152,NULL,NULL,NULL,NULL,NULL,0,NULL
285,20200519,NULL,8,NULL,NULL,1,14,PROFILE-0079,6,1,0,0,0,25,NULL,NULL,NULL,NULL,NULL,0,NULL
286,20200519,NULL,12,1,14,1,16,PROFILE-0079,6,1,0,0,0,25,NULL,NULL,NULL,NULL,NULL,0,NULL
287,20200526,NULL,12,1,16,NULL,NULL,PROFILE-0079,6,1,0,0,0,25,NULL,NULL,NULL,NULL,NULL,0,NULL
288,20200519,NULL,8,NULL,NULL,1,14,PROFILE-0165,3.5,1,0,0,0,23,NULL,NULL,NULL,NULL,NULL,0,NULL
289,20200520,NULL,12,1,14,NULL,NULL,PROFILE-0165,3.5,1,0,0,0,16,NULL,NULL,NULL,NULL,NULL,0,NULL
290,20200519,NULL,8,NULL,NULL,1,2,PROFILE-0156,6,1,0,0,0,39,NULL,NULL,NULL,NULL,NULL,0,NULL
291,20200527,NULL,12,1,2,NULL,NULL,PROFILE-0156,6,1,0,0,0,8,NULL,NULL,NULL,NULL,NULL,0,NULL
292,20200527,NULL,12,1,2,1,18,PROFILE-0156,6,1,0,0,0,31,NULL,NULL,NULL,NULL,NULL,0,NULL
293,20200615,NULL,12,1,18,NULL,NULL,PROFILE-0156,6,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,0,NULL
294,20200519,NULL,8,NULL,NULL,1,2,PROFILE-0096,6,1,0,0,0,21,NULL,NULL,NULL,NULL,NULL,0,NULL
295,20200526,NULL,12,1,2,NULL,NULL,PROFILE-0096,6,1,0,0,0,14,NULL,NULL,NULL,NULL,NULL,0,NULL
296,20200519,NULL,8,NULL,NULL,1,2,PROFILE-0079,6,1,0,0,0,88,NULL,NULL,NULL,NULL,NULL,0,NULL
297,20200528,NULL,12,1,2,NULL,NULL,PROFILE-0079,6,1,0,0,0,88,NULL,NULL,NULL,NULL,NULL,0,NULL
298,20200519,NULL,8,NULL,NULL,1,3,PROFILE-0161,6,1,0,0,0,41,NULL,NULL,NULL,NULL,NULL,0,NULL
299,20200520,NULL,12,1,3,NULL,NULL,PROFILE-0161,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
300,20200520,NULL,12,1,3,1,25,PROFILE-0161,6,1,0,0,0,21,NULL,NULL,NULL,NULL,NULL,0,NULL
301,20200519,NULL,8,NULL,NULL,1,3,PROFILE-0083,6,1,0,0,0,60,NULL,NULL,NULL,NULL,NULL,0,NULL
302,20200529,NULL,12,1,3,NULL,NULL,PROFILE-0083,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
303,20200608,NULL,12,1,3,NULL,NULL,PROFILE-0083,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
304,20200529,NULL,12,1,3,1,25,PROFILE-0083,6,1,0,0,0,40,NULL,NULL,NULL,NULL,NULL,0,NULL
